Age  group,Job,Marital Status,Education level,Housing Loan,Personal Loan,Contact,Month,Duration(Sec),Average of Duration,Campaign,Outcome(Yes/No),Final Out come,prev campaign response,prsnt campaign response
Middle age,Blue-Collar,Married,Primary,0,0,cellular,jul,147,258.2850101971448,1,no,0,0,0
Young age,Services,Married,High School,1,0,cellular,jul,100,258.2850101971448,1,no,0,0,0
Young age,Admin.,Married,High School,0,0,telephone,jul,89,258.2850101971448,1,no,0,0,0
Young age,Admin.,Married,High School,1,0,telephone,jul,107,258.2850101971448,3,no,0,0,0
Young age,Services,Married,High School,1,1,cellular,jul,332,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Married,Primary,0,0,cellular,jul,132,258.2850101971448,3,no,0,0,0
Middle age,Retired,Married,Primary,1,1,cellular,jul,320,258.2850101971448,1,no,0,0,0
Middle age,Housemaid,Divorced,Primary,1,0,cellular,jul,71,258.2850101971448,9,no,0,0,0
Young age,Blue-Collar,Married,Primary,1,0,cellular,jul,91,258.2850101971448,9,no,0,0,0
Young age,Housemaid,Married,Primary,1,0,cellular,jul,149,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Married,High School,1,0,cellular,jul,392,258.2850101971448,1,no,0,0,0
Old age,Blue-Collar,Married,Unknown,1,1,cellular,jul,210,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Single,Unknown,0,0,telephone,jul,50,258.2850101971448,4,no,0,0,0
Old age,Blue-Collar,Married,Professional,1,0,cellular,jul,857,258.2850101971448,4,yes,1,0,1
Young age,Services,Single,Professional,1,0,cellular,jul,68,258.2850101971448,9,no,0,0,0
Old age,Blue-Collar,Married,Unknown,0,0,cellular,jul,298,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Single,Primary,1,1,cellular,jul,213,258.2850101971448,1,no,0,0,0
Young age,Services,Single,Professional,1,0,cellular,jul,195,258.2850101971448,1,no,0,0,0
Old age,Management,Married,Professional,1,0,cellular,jul,260,258.2850101971448,1,no,0,0,0
Young age,Services,Married,High School,0,0,cellular,jul,474,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,High School,1,0,cellular,jul,231,258.2850101971448,2,no,0,0,0
Young age,Admin.,Single,High School,1,1,cellular,jul,936,258.2850101971448,4,no,0,0,0
Middle age,Technician,Single,Professional,0,0,cellular,jul,690,258.2850101971448,3,no,0,0,0
Middle age,Admin.,Single,Primary,1,0,cellular,jul,381,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Single,Primary,0,0,cellular,jul,1089,258.2850101971448,1,no,0,0,0
Middle age,Management,Single,High School,0,0,cellular,jul,312,258.2850101971448,1,no,0,0,0
Young age,Management,Single,Professional,0,0,cellular,jul,211,258.2850101971448,2,no,0,0,0
Young age,Technician,Single,High School,0,0,cellular,jul,147,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,cellular,jul,378,258.2850101971448,1,no,0,0,0
Young age,Technician,Married,Professional,0,0,cellular,jul,60,258.2850101971448,2,no,0,0,0
Young age,Admin.,Single,Professional,1,0,cellular,jul,366,258.2850101971448,3,no,0,0,0
Young age,Admin.,Single,Professional,1,0,cellular,jul,71,258.2850101971448,9,no,0,0,0
Middle age,Blue-Collar,Divorced,Primary,0,0,cellular,jul,862,258.2850101971448,2,no,0,0,0
Middle age,Entrepreneur,Divorced,High School,1,0,cellular,jul,71,258.2850101971448,5,no,0,0,0
Young age,Services,Divorced,High School,1,0,cellular,jul,172,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Single,High School,1,0,cellular,jul,291,258.2850101971448,1,no,0,0,0
Young age,Services,Single,High School,0,0,cellular,jul,91,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,Professional,0,1,telephone,jul,1130,258.2850101971448,8,yes,1,0,1
Young age,Admin.,Married,Primary,1,0,cellular,jul,577,258.2850101971448,2,yes,1,0,1
Young age,Services,Single,High School,1,0,cellular,jul,509,258.2850101971448,1,no,0,0,0
Young age,Services,Single,High School,1,0,cellular,jul,256,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,High School,0,0,cellular,jul,510,258.2850101971448,6,no,0,0,0
Young age,Services,Married,High School,0,0,cellular,jul,1342,258.2850101971448,2,yes,1,0,1
Young age,Technician,Married,High School,0,0,cellular,jul,363,258.2850101971448,1,no,0,0,0
Young age,Services,Divorced,High School,1,0,cellular,jul,522,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Married,High School,0,0,cellular,jul,168,258.2850101971448,1,no,0,0,0
Middle age,Services,Married,High School,0,1,cellular,jul,306,258.2850101971448,1,no,0,0,0
Young age,Entrepreneur,Single,Professional,1,0,cellular,jul,354,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,Professional,0,0,cellular,jul,106,258.2850101971448,3,no,0,0,0
Middle age,Entrepreneur,Married,Primary,0,0,cellular,jul,262,258.2850101971448,4,no,0,0,0
Middle age,Admin.,Single,High School,1,0,cellular,jul,87,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,1,cellular,jul,930,258.2850101971448,1,no,0,0,0
Young age,Services,Married,High School,1,1,telephone,jul,342,258.2850101971448,9,no,0,0,0
Middle age,Admin.,Divorced,Professional,0,1,cellular,jul,564,258.2850101971448,5,no,0,0,0
Middle age,Admin.,Married,High School,0,0,cellular,jul,157,258.2850101971448,3,no,0,0,0
Middle age,Services,Married,High School,1,0,cellular,jul,181,258.2850101971448,2,no,0,0,0
Old age,Admin.,Divorced,Professional,1,0,cellular,jul,418,258.2850101971448,5,no,0,0,0
Young age,Blue-Collar,Married,Primary,1,1,cellular,jul,199,258.2850101971448,3,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,jul,251,258.2850101971448,2,no,0,0,0
Young age,Technician,Single,Professional,1,0,cellular,jul,1002,258.2850101971448,3,yes,1,0,1
Young age,Management,Married,Professional,0,1,cellular,jul,833,258.2850101971448,5,no,0,0,0
Middle age,Technician,Single,Professional,0,1,cellular,jul,452,258.2850101971448,4,no,0,0,0
Young age,Services,Divorced,High School,1,0,cellular,jul,274,258.2850101971448,3,no,0,0,0
Middle age,Unemployed,Married,Primary,1,0,cellular,jul,241,258.2850101971448,3,no,0,0,0
Old age,Admin.,Married,Professional,1,0,cellular,jul,564,258.2850101971448,2,no,0,0,0
Middle age,Admin.,Married,High School,1,0,telephone,jul,132,258.2850101971448,10,no,0,0,0
Middle age,Admin.,Married,High School,1,0,cellular,jul,250,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Single,Unknown,1,1,cellular,jul,47,258.2850101971448,2,no,0,0,0
Middle age,Services,Divorced,High School,1,0,cellular,jul,313,258.2850101971448,2,no,0,0,0
Young age,Student,Single,Professional,1,0,telephone,jul,138,258.2850101971448,12,no,0,0,0
Middle age,Management,Married,Professional,0,0,cellular,jul,338,258.2850101971448,3,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,jul,227,258.2850101971448,4,no,0,0,0
Young age,Blue-Collar,Single,Primary,0,1,cellular,jul,985,258.2850101971448,11,yes,1,0,1
Young age,Admin.,Married,Unknown,1,0,cellular,jul,236,258.2850101971448,3,no,0,0,0
Young age,Admin.,Married,High School,1,0,cellular,jul,67,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,jul,162,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Married,Primary,0,0,cellular,jul,121,258.2850101971448,4,no,0,0,0
Middle age,Admin.,Married,Professional,1,0,cellular,jul,929,258.2850101971448,15,no,0,0,0
Young age,Blue-Collar,Married,Unknown,0,0,cellular,jul,91,258.2850101971448,4,no,0,0,0
Young age,Blue-Collar,Single,Primary,0,0,cellular,jul,59,258.2850101971448,4,no,0,0,0
Young age,Admin.,Married,High School,1,0,cellular,jul,126,258.2850101971448,3,no,0,0,0
Old age,Blue-Collar,Married,Primary,1,0,cellular,jul,769,258.2850101971448,3,no,0,0,0
Middle age,Admin.,Married,Professional,0,0,cellular,jul,1360,258.2850101971448,3,yes,1,0,1
Young age,Blue-Collar,Single,Primary,1,1,cellular,jul,90,258.2850101971448,5,no,0,0,0
Middle age,Admin.,Married,Professional,0,0,cellular,jul,91,258.2850101971448,3,no,0,0,0
Middle age,Technician,Divorced,Professional,1,0,cellular,jul,1134,258.2850101971448,5,yes,1,0,1
Young age,Blue-Collar,Married,Primary,0,0,cellular,jul,173,258.2850101971448,2,no,0,0,0
Middle age,Management,Married,Professional,0,0,cellular,jul,86,258.2850101971448,4,no,0,0,0
Young age,Blue-Collar,Married,Primary,1,0,cellular,jul,130,258.2850101971448,4,no,0,0,0
Young age,Admin.,Single,Primary,0,0,cellular,jul,83,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,jul,75,258.2850101971448,3,no,0,0,0
Middle age,Housemaid,Married,Unknown,1,0,cellular,jul,208,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Single,Primary,0,0,cellular,jul,276,258.2850101971448,2,no,0,0,0
Young age,Admin.,Single,Unknown,0,1,cellular,jul,106,258.2850101971448,3,no,0,0,0
Young age,Blue-Collar,Married,Unknown,0,0,cellular,jul,251,258.2850101971448,3,no,0,0,0
Young age,Admin.,Divorced,High School,1,0,cellular,jul,482,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Single,Primary,1,0,telephone,jul,21,258.2850101971448,31,no,0,0,0
Middle age,Technician,Married,Professional,0,0,cellular,jul,240,258.2850101971448,2,no,0,0,0
Middle age,Management,Married,Professional,1,0,cellular,jul,908,258.2850101971448,3,yes,1,0,1
Young age,Entrepreneur,Single,Professional,1,0,cellular,jul,88,258.2850101971448,5,no,0,0,0
Young age,Admin.,Single,Professional,1,1,cellular,jul,150,258.2850101971448,4,no,0,0,0
Middle age,Housemaid,Married,Primary,1,0,cellular,jul,31,258.2850101971448,20,no,0,0,0
Middle age,Services,Married,High School,1,1,cellular,jul,185,258.2850101971448,7,no,0,0,0
Middle age,Blue-Collar,Single,Primary,0,0,cellular,jul,167,258.2850101971448,2,no,0,0,0
Young age,Technician,Married,Primary,1,0,telephone,jul,105,258.2850101971448,2,no,0,0,0
Young age,Admin.,Single,Professional,0,0,telephone,jul,86,258.2850101971448,9,no,0,0,0
Young age,Admin.,Single,High School,1,0,cellular,jul,34,258.2850101971448,3,no,0,0,0
Middle age,Admin.,Married,Professional,1,0,cellular,jul,105,258.2850101971448,10,no,0,0,0
Young age,Services,Married,Primary,0,0,cellular,jul,322,258.2850101971448,3,no,0,0,0
Young age,Housemaid,Single,Primary,1,0,cellular,jul,898,258.2850101971448,5,no,0,0,0
Young age,Admin.,Married,High School,0,0,cellular,jul,549,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Married,Primary,0,0,cellular,jul,193,258.2850101971448,5,no,0,0,0
Young age,Admin.,Single,High School,0,0,telephone,jul,177,258.2850101971448,3,no,0,0,0
Young age,Technician,Single,Professional,0,0,cellular,jul,357,258.2850101971448,3,no,0,0,0
Young age,Blue-Collar,Married,Primary,1,1,cellular,jul,419,258.2850101971448,2,no,0,0,0
Middle age,Technician,Married,Professional,0,0,cellular,jul,78,258.2850101971448,4,no,0,0,0
Young age,Admin.,Single,High School,1,0,cellular,jul,595,258.2850101971448,2,no,0,0,0
Middle age,Admin.,Married,High School,1,0,cellular,jul,24,258.2850101971448,28,no,0,0,0
Middle age,Blue-Collar,Married,High School,1,0,cellular,jul,147,258.2850101971448,5,no,0,0,0
Young age,Management,Single,Professional,0,1,telephone,jul,100,258.2850101971448,11,no,0,0,0
Young age,Admin.,Married,Professional,0,0,cellular,jul,145,258.2850101971448,2,no,0,0,0
Young age,Admin.,Single,High School,0,0,telephone,jul,184,258.2850101971448,21,no,0,0,0
Young age,Blue-Collar,Married,Primary,0,1,cellular,jul,111,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Single,Primary,1,0,cellular,jul,189,258.2850101971448,3,no,0,0,0
Young age,Retired,Single,Primary,0,0,cellular,jul,314,258.2850101971448,7,no,0,0,0
Young age,Services,Single,High School,0,0,cellular,jul,322,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,cellular,jul,54,258.2850101971448,3,no,0,0,0
Middle age,Blue-Collar,Single,Primary,1,0,cellular,jul,445,258.2850101971448,4,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,jul,98,258.2850101971448,3,no,0,0,0
Middle age,Admin.,Married,Professional,0,0,cellular,jul,97,258.2850101971448,3,no,0,0,0
Young age,Admin.,Single,High School,1,0,telephone,jul,722,258.2850101971448,3,no,0,0,0
Middle age,Services,Married,High School,1,0,telephone,jul,68,258.2850101971448,4,no,0,0,0
Middle age,Technician,Married,Primary,1,0,cellular,jul,166,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Single,High School,0,0,cellular,jul,78,258.2850101971448,2,no,0,0,0
Middle age,Admin.,Divorced,High School,0,0,cellular,jul,126,258.2850101971448,3,no,0,0,0
Old age,Retired,Married,Professional,0,0,telephone,jul,44,258.2850101971448,8,no,0,0,0
Middle age,Management,Married,Unknown,1,0,cellular,jul,70,258.2850101971448,9,no,0,0,0
Middle age,Services,Married,High School,0,0,telephone,jul,80,258.2850101971448,2,no,0,0,0
Middle age,Retired,Divorced,Primary,0,1,cellular,jul,159,258.2850101971448,3,no,0,0,0
Young age,Admin.,Single,High School,0,0,cellular,jul,72,258.2850101971448,14,no,0,0,0
Middle age,Admin.,Single,Professional,0,0,cellular,jul,125,258.2850101971448,4,no,0,0,0
Middle age,Admin.,Single,High School,0,0,cellular,jul,712,258.2850101971448,6,yes,1,0,1
Middle age,Blue-Collar,Divorced,Primary,1,0,cellular,jul,85,258.2850101971448,3,no,0,0,0
Middle age,Blue-Collar,Married,Professional,0,0,cellular,jul,156,258.2850101971448,20,no,0,0,0
Middle age,Blue-Collar,Married,Professional,0,0,cellular,jul,181,258.2850101971448,11,no,0,0,0
Young age,Unemployed,Married,High School,1,0,cellular,jul,383,258.2850101971448,3,no,0,0,0
Middle age,Technician,Single,High School,0,1,cellular,jul,93,258.2850101971448,2,no,0,0,0
Young age,Services,Single,High School,1,0,cellular,jul,40,258.2850101971448,5,no,0,0,0
Middle age,Retired,Divorced,Professional,1,0,cellular,jul,152,258.2850101971448,2,no,0,0,0
Old age,Housemaid,Divorced,Primary,1,0,cellular,jul,87,258.2850101971448,3,no,0,0,0
Middle age,Admin.,Married,Professional,1,0,cellular,jul,46,258.2850101971448,3,no,0,0,0
Young age,Admin.,Single,High School,0,0,cellular,jul,17,258.2850101971448,7,no,0,0,0
Young age,Blue-Collar,Single,Primary,0,0,telephone,jul,68,258.2850101971448,3,no,0,0,0
Young age,Technician,Married,Professional,0,0,cellular,jul,261,258.2850101971448,3,no,0,0,0
Middle age,Services,Single,High School,1,0,cellular,jul,204,258.2850101971448,3,no,0,0,0
Young age,Admin.,Single,High School,1,0,cellular,jul,102,258.2850101971448,7,no,0,0,0
Young age,Admin.,Divorced,High School,1,1,cellular,jul,637,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Married,Professional,1,0,cellular,jul,95,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,jul,238,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Married,Primary,1,0,cellular,jul,420,258.2850101971448,3,no,0,0,0
Old age,Housemaid,Married,Primary,0,0,cellular,jul,121,258.2850101971448,2,no,0,0,0
Middle age,Admin.,Married,Professional,1,0,cellular,jul,75,258.2850101971448,3,no,0,0,0
Young age,Technician,Single,Professional,1,0,cellular,jul,312,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Single,High School,0,0,cellular,jul,29,258.2850101971448,2,no,0,0,0
Old age,Entrepreneur,Married,Professional,0,1,cellular,jul,41,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,High School,1,0,cellular,jul,1352,258.2850101971448,2,yes,1,0,1
Young age,Technician,Married,Professional,1,1,cellular,jul,82,258.2850101971448,1,no,0,0,0
Middle age,Self-Employed,Single,Unknown,1,0,cellular,jul,438,258.2850101971448,3,no,0,0,0
Old age,Retired,Married,Primary,0,0,cellular,jul,153,258.2850101971448,5,no,0,0,0
Young age,Blue-Collar,Single,Primary,1,0,cellular,jul,139,258.2850101971448,3,no,0,0,0
Young age,Blue-Collar,Married,Primary,1,0,cellular,jul,376,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Married,High School,0,1,cellular,jul,135,258.2850101971448,1,no,0,0,0
Middle age,Services,Divorced,High School,1,0,cellular,jul,77,258.2850101971448,5,no,0,0,0
Young age,Blue-Collar,Married,Professional,0,0,cellular,jul,211,258.2850101971448,8,no,0,0,0
Middle age,Management,Married,Professional,0,0,cellular,jul,314,258.2850101971448,4,no,0,0,0
Young age,Services,Married,High School,1,0,cellular,jul,278,258.2850101971448,5,no,0,0,0
Young age,Admin.,Single,Professional,0,1,cellular,jul,263,258.2850101971448,5,no,0,0,0
Young age,Services,Single,High School,1,0,cellular,jul,344,258.2850101971448,3,no,0,0,0
Young age,Blue-Collar,Married,Primary,0,0,cellular,jul,1077,258.2850101971448,1,yes,1,0,1
Middle age,Blue-Collar,Married,Primary,1,0,cellular,jul,152,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,Professional,1,0,cellular,jul,72,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,Professional,1,0,cellular,jul,137,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,Professional,1,0,cellular,jul,214,258.2850101971448,1,no,0,0,0
Old age,Retired,Married,Primary,0,0,cellular,jul,70,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Divorced,Primary,1,0,cellular,jul,178,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Divorced,Primary,1,0,cellular,jul,123,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Single,High School,0,0,cellular,jul,90,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Single,High School,0,0,cellular,jul,80,258.2850101971448,1,no,0,0,0
Old age,Retired,Married,Primary,0,0,cellular,jul,307,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Single,High School,0,0,cellular,jul,259,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Married,Primary,1,0,cellular,jul,132,258.2850101971448,1,no,0,0,0
Middle age,Housemaid,Divorced,Primary,1,0,cellular,jul,161,258.2850101971448,1,no,0,0,0
Young age,Services,Single,High School,1,0,cellular,jul,714,258.2850101971448,1,yes,1,0,1
Young age,Blue-Collar,Married,Primary,1,0,cellular,jul,66,258.2850101971448,1,no,0,0,0
Middle age,Housemaid,Divorced,Primary,1,0,cellular,jul,259,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Married,Primary,1,0,cellular,jul,185,258.2850101971448,1,no,0,0,0
Middle age,Technician,Married,High School,0,0,cellular,jul,422,258.2850101971448,8,no,0,0,0
Young age,Admin.,Single,Professional,1,1,cellular,jul,255,258.2850101971448,1,no,0,0,0
Middle age,Housemaid,Divorced,Primary,0,1,cellular,jul,518,258.2850101971448,1,no,0,0,0
Young age,Services,Single,High School,1,0,cellular,jul,168,258.2850101971448,3,no,0,0,0
Young age,Blue-Collar,Single,Primary,1,0,cellular,jul,255,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Single,High School,0,0,cellular,jul,139,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Married,Unknown,1,0,cellular,jul,527,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Married,Unknown,0,0,cellular,jul,560,258.2850101971448,1,yes,1,0,1
Middle age,Technician,Married,Professional,1,0,cellular,jul,663,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,cellular,jul,690,258.2850101971448,1,yes,1,0,1
Middle age,Blue-Collar,Single,High School,1,0,cellular,jul,132,258.2850101971448,6,no,0,0,0
Young age,Admin.,Single,Primary,1,1,cellular,jul,81,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Married,Primary,1,0,cellular,jul,702,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Divorced,Primary,1,0,cellular,jul,168,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Professional,0,0,cellular,jul,407,258.2850101971448,4,no,0,0,0
Young age,Admin.,Single,High School,1,1,cellular,jul,254,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,High School,0,0,cellular,jul,176,258.2850101971448,1,no,0,0,0
Middle age,Services,Married,High School,0,0,cellular,jul,89,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Married,High School,0,0,cellular,jul,305,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,High School,1,0,cellular,jul,107,258.2850101971448,1,no,0,0,0
Young age,Technician,Single,Unknown,1,0,cellular,jul,121,258.2850101971448,3,no,0,0,0
Old age,Retired,Married,Primary,0,0,cellular,jul,268,258.2850101971448,1,no,0,0,0
Old age,Retired,Married,Primary,1,0,cellular,jul,196,258.2850101971448,1,no,0,0,0
Young age,Services,Single,High School,1,0,cellular,jul,150,258.2850101971448,1,no,0,0,0
Old age,Retired,Married,Primary,1,0,cellular,jul,367,258.2850101971448,1,no,0,0,0
Young age,Technician,Single,Professional,0,0,cellular,jul,152,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Single,Professional,0,0,cellular,jul,490,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Married,Professional,1,0,cellular,jul,125,258.2850101971448,3,no,0,0,0
Old age,Retired,Married,Primary,1,0,cellular,jul,807,258.2850101971448,1,no,0,0,0
Old age,Blue-Collar,Married,Primary,0,0,cellular,jul,1545,258.2850101971448,1,yes,1,0,1
Young age,Services,Single,High School,1,0,cellular,jul,40,258.2850101971448,1,no,0,0,0
Young age,Services,Single,High School,0,0,cellular,jul,65,258.2850101971448,1,no,0,0,0
Young age,Services,Single,High School,1,1,cellular,jul,47,258.2850101971448,1,no,0,0,0
Young age,Services,Single,High School,1,0,cellular,jul,118,258.2850101971448,1,no,0,0,0
Young age,Technician,Married,Professional,0,0,cellular,jul,274,258.2850101971448,6,no,0,0,0
Middle age,Services,Single,High School,0,0,cellular,jul,108,258.2850101971448,1,no,0,0,0
Old age,Blue-Collar,Married,Unknown,1,0,cellular,jul,1017,258.2850101971448,1,no,0,0,0
Young age,Services,Single,High School,0,0,cellular,jul,520,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Single,Primary,1,0,cellular,jul,56,258.2850101971448,3,no,0,0,0
Middle age,Blue-Collar,Married,Unknown,1,0,cellular,jul,89,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Married,Primary,0,0,cellular,jul,199,258.2850101971448,1,no,0,0,0
Young age,Student,Married,Professional,0,0,cellular,jul,114,258.2850101971448,1,no,0,0,0
Middle age,Self-Employed,Single,Unknown,0,0,cellular,jul,843,258.2850101971448,8,no,0,0,0
Young age,Blue-Collar,Married,Professional,0,0,cellular,jul,273,258.2850101971448,4,no,0,0,0
Young age,Blue-Collar,Married,Primary,0,0,cellular,jul,189,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Single,Unknown,0,0,telephone,jul,74,258.2850101971448,13,no,0,0,0
Old age,Blue-Collar,Divorced,Primary,1,0,cellular,jul,485,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Single,Primary,0,1,cellular,jul,271,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Single,Primary,0,0,cellular,jul,115,258.2850101971448,1,no,0,0,0
Middle age,Services,Married,High School,0,0,cellular,jul,152,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,jul,71,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Married,Primary,1,1,cellular,jul,599,258.2850101971448,2,no,0,0,0
Middle age,Admin.,Married,Unknown,1,1,cellular,jul,247,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,Professional,1,1,cellular,jul,204,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,Professional,0,1,telephone,jul,215,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,1,cellular,jul,88,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,High School,1,0,cellular,jul,423,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,cellular,jul,285,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Married,Professional,0,0,cellular,jul,22,258.2850101971448,6,no,0,0,0
Middle age,Management,Single,Professional,0,0,cellular,jul,200,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Single,Primary,0,0,cellular,jul,246,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Married,Professional,1,0,cellular,jul,352,258.2850101971448,3,no,0,0,0
Young age,Admin.,Single,High School,0,1,cellular,jul,68,258.2850101971448,2,no,0,0,0
Young age,Admin.,Single,Professional,1,1,cellular,jul,292,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Single,Primary,0,0,cellular,jul,188,258.2850101971448,5,no,0,0,0
Young age,Blue-Collar,Married,Unknown,1,0,cellular,jul,506,258.2850101971448,1,no,0,0,0
Middle age,Housemaid,Married,Primary,0,0,cellular,jul,136,258.2850101971448,2,no,0,0,0
Old age,Retired,Married,Primary,1,0,cellular,jul,89,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Married,Primary,1,0,cellular,jul,117,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,1,cellular,jul,188,258.2850101971448,2,no,0,0,0
Young age,Admin.,Single,Professional,1,0,cellular,jul,89,258.2850101971448,2,no,0,0,0
Young age,Admin.,Single,High School,0,1,cellular,jul,455,258.2850101971448,2,no,0,0,0
Young age,Unemployed,Single,Professional,1,0,cellular,jul,65,258.2850101971448,1,no,0,0,0
Young age,Unemployed,Single,Professional,0,0,telephone,jul,27,258.2850101971448,1,no,0,0,0
Young age,Unemployed,Single,Professional,1,0,cellular,jul,272,258.2850101971448,1,no,0,0,0
Young age,Unemployed,Single,Professional,1,0,cellular,jul,120,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Married,Primary,0,1,telephone,jul,605,258.2850101971448,1,no,0,0,0
Middle age,Management,Married,Professional,0,1,cellular,jul,630,258.2850101971448,1,no,0,0,0
Young age,Self-Employed,Single,High School,1,0,cellular,jul,151,258.2850101971448,2,no,0,0,0
Middle age,Technician,Married,Professional,0,0,cellular,jul,62,258.2850101971448,1,no,0,0,0
Middle age,Technician,Married,Professional,0,1,cellular,jul,90,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Single,Primary,0,0,cellular,jul,164,258.2850101971448,1,no,0,0,0
Old age,Admin.,Married,Unknown,0,0,cellular,jul,599,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,Professional,0,0,cellular,jul,106,258.2850101971448,2,no,0,0,0
Young age,Services,Divorced,Professional,0,1,cellular,jul,654,258.2850101971448,2,yes,1,0,1
Young age,Admin.,Single,Professional,0,1,cellular,jul,127,258.2850101971448,2,no,0,0,0
Young age,Management,Single,High School,0,0,cellular,jul,1288,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Married,Primary,0,0,cellular,jul,59,258.2850101971448,1,no,0,0,0
Young age,Services,Divorced,Primary,1,0,telephone,jul,124,258.2850101971448,1,no,0,0,0
Young age,Services,Single,High School,0,0,telephone,jul,29,258.2850101971448,16,no,0,0,0
Young age,Technician,Married,Professional,0,0,cellular,jul,156,258.2850101971448,3,no,0,0,0
Middle age,Admin.,Married,Primary,1,0,cellular,jul,73,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Single,Primary,0,0,cellular,jul,333,258.2850101971448,2,no,0,0,0
